,0
4274,"unconcious,unconscious"
4275,"unconciousness,unconsciousness"
4276,"unconfortability,discomfort"
4277,"uncontitutional,unconstitutional"
4278,"unconvential,unconventional"
4279,"undecideable,undecidable"
4280,"understoon,understood"
4281,"undesireable,undesirable"
4282,"undetecable,undetectable"
4283,"undoubtely,undoubtedly"
4284,"undreground,underground"
4285,"uneccesary,unnecessary"
4286,"unecessary,unnecessary"
4287,"unequalities,inequalities"
4288,"unforseen,unforeseen"
4289,"unforetunately,unfortunately"
4290,"unforgetable,unforgettable"
4291,"unforgiveable,unforgivable"
4292,"unfortunatley,unfortunately"
4293,"unfortunatly,unfortunately"
4294,"unfourtunately,unfortunately"
4295,"unihabited,uninhabited"
4296,"unilateraly,unilaterally"
4297,"unilatreal,unilateral"
4298,"unilatreally,unilaterally"
4299,"uninterruped,uninterrupted"
4300,"uninterupted,uninterrupted"
4301,"UnitesStates,UnitedStates"
4302,"univeral,universal"
4303,"univeristies,universities"
4304,"univeristy,university"
4305,"univerity,university"
4306,"universtiy,university"
4307,"univesities,universities"
4308,"univesity,university"
4309,"unkown,unknown"
4310,"unlikey,unlikely"
4311,"unmanouverable,unmaneuverable,"
4312,unmanoeuvrable
4313,"unmistakeably,unmistakably"
4314,"unneccesarily,unnecessarily"
4315,"unneccesary,unnecessary"
4316,"unneccessarily,unnecessarily"
4317,"unneccessary,unnecessary"
4318,"unnecesarily,unnecessarily"
4319,"unnecesary,unnecessary"
4320,"unoffical,unofficial"
4321,"unoperational,nonoperational"
4322,"unoticeable,unnoticeable"
4323,"unplease,displease"
4324,"unplesant,unpleasant"
4325,"unprecendented,unprecedented"
4326,"unprecidented,unprecedented"
4327,"unrepentent,unrepentant"
4328,"unrepetant,unrepentant"
4329,"unrepetent,unrepentant"
4330,"unsed,used,"
4331,"unused,"
4332,unsaid
4333,"unsubstanciated,unsubstantiated"
4334,"unsuccesful,unsuccessful"
4335,"unsuccesfully,unsuccessfully"
4336,"unsuccessfull,unsuccessful"
4337,"unsucesful,unsuccessful"
4338,"unsucesfuly,unsuccessfully"
4339,"unsucessful,unsuccessful"
4340,"unsucessfull,unsuccessful"
4341,"unsucessfully,unsuccessfully"
4342,"unsuprised,unsurprised"
4343,"unsuprising,unsurprising"
4344,"unsuprisingly,unsurprisingly"
4345,"unsuprized,unsurprised"
4346,"unsuprizing,unsurprising"
4347,"unsuprizingly,unsurprisingly"
4348,"unsurprized,unsurprised"
4349,"unsurprizing,unsurprising"
4350,"unsurprizingly,unsurprisingly"
4351,"untill,until"
4352,"untranslateable,untranslatable"
4353,"unuseable,unusable"
4354,"unusuable,unusable"
4355,"unviersity,university"
4356,"unwarrented,unwarranted"
4357,"unweildly,unwieldy"
4358,"unwieldly,unwieldy"
4359,"upcomming,upcoming"
4360,"upgradded,upgraded"
4361,"upto,up"
4362,to
4363,"usally,usually"
4364,"useage,usage"
4365,"usefull,useful"
4366,"usefuly,usefully"
4367,"useing,using"
4368,"usualy,usually"
4369,"ususally,usually"
4370,"vaccum,vacuum"
4371,"vaccume,vacuum"
4372,"vacinity,vicinity"
4373,"vaguaries,vagaries"
4374,"vaieties,varieties"
4375,"vailidty,validity"
4376,"valetta,valletta"
4377,"valuble,valuable"
4378,"valueable,valuable"
4379,"varations,variations"
4380,"varient,variant"
4381,"variey,variety"
4382,"varing,varying"
4383,"varities,varieties"
4384,"varity,variety"
4385,"vasall,vassal"
4386,"vasalls,vassals"
4387,"vegatarian,vegetarian"
4388,"vegitable,vegetable"
4389,"vegitables,vegetables"
4390,"vegtable,vegetable"
4391,"vehicule,vehicle"
4392,"vell,well"
4393,"venemous,venomous"
4394,"vengance,vengeance"
4395,"vengence,vengeance"
4396,"verfication,verification"
4397,"verison,version"
4398,"verisons,versions"
4399,"vermillion,vermilion"
4400,"versitilaty,versatility"
4401,"versitlity,versatility"
4402,"vetween,between"
4403,"veyr,very"
4404,"vigeur,vigueur,"
4405,"vigour,"
4406,vigor
4407,"vigilence,vigilance"
4408,"vigourous,vigorous"
4409,"villian,villain"
4410,"villification,vilification"
4411,"villify,vilify"
4412,"villin,villi,"
4413,"villain,"
4414,villein
4415,"vincinity,vicinity"
4416,"violentce,violence"
4417,"virtualy,virtually"
4418,"virutal,virtual"
4419,"virutally,virtually"
4420,"visable,visible"
4421,"visably,visibly"
4422,"visting,visiting"
4423,"vistors,visitors"
4424,"vitories,victories"
4425,"volcanoe,volcano"
4426,"voleyball,volleyball"
4427,"volontary,voluntary"
4428,"volonteer,volunteer"
4429,"volonteered,volunteered"
4430,"volonteering,volunteering"
4431,"volonteers,volunteers"
4432,"volounteer,volunteer"
4433,"volounteered,volunteered"
4434,"volounteering,volunteering"
4435,"volounteers,volunteers"
4436,"volumne,volume"
4437,"vreity,variety"
4438,"vrey,very"
4439,"vriety,variety"
4440,"vulnerablility,vulnerability"
4441,"vyer,very"
4442,"vyre,very"
4443,"waht,what"
4444,"warantee,warranty"
4445,"wardobe,wardrobe"
4446,"warrent,warrant"
4447,"warrriors,warriors"
4448,"wass,was"
4449,"watn,want"
4450,"wayword,wayward"
4451,"weaponary,weaponry"
4452,"weas,was"
4453,"wehn,when"
4454,"weild,wield,"
4455,wild
4456,"weilded,wielded"
4457,"wendsay,Wednesday"
4458,"wensday,Wednesday"
4459,"wereabouts,whereabouts"
4460,"whant,want"
4461,"whants,wants"
4462,"whcih,which"
4463,"wheras,whereas"
4464,"wherease,whereas"
4465,"whereever,wherever"
4466,"whic,which"
4467,"whihc,which"
4468,"whith,with"
4469,"whlch,which"
4470,"whn,when"
4471,"wholey,wholly"
4472,"wholy,wholly,"
4473,holy
4474,"whta,what"
4475,"whther,whether"
4476,"wich,which,"
4477,witch
4478,"widesread,widespread"
4479,"wief,wife"
4480,"wierd,weird"
4481,"wiew,view"
4482,"wih,with"
4483,"wiht,with"
4484,"wille,will"
4485,"willk,will"
4486,"willingless,willingness"
4487,"wirting,writing"
4488,"withdrawl,withdrawal,"
4489,withdraw
4490,"witheld,withheld"
4491,"withh,with"
4492,"withing,within"
4493,"withold,withhold"
4494,"witht,with"
4495,"witn,with"
4496,"wiull,will"
4497,"wnat,want"
4498,"wnated,wanted"
4499,"wnats,wants"
4500,"wohle,whole"
4501,"wokr,work"
4502,"wokring,working"
4503,"wonderfull,wonderful"
4504,"wordlwide,worldwide"
4505,"workststion,workstation"
4506,"worls,world"
4507,"worstened,worsened"
4508,"woudl,would"
4509,"wresters,wrestlers"
4510,"wriet,write"
4511,"writen,written"
4512,"wroet,wrote"
4513,"wrok,work"
4514,"wroking,working"
4515,"wtih,with"
4516,"wupport,support"
4517,"xenophoby,xenophobia"
4518,"yaching,yachting"
4519,"yaer,year"
4520,"yaerly,yearly"
4521,"yaers,years"
4522,"yatch,yacht"
4523,"yearm,year"
4524,"yeasr,years"
4525,"yeild,yield"
4526,"yeilding,yielding"
4527,"Yementite,Yemenite,"
4528,Yemeni
4529,"yera,year"
4530,"yrea,year"
4531,"yeras,years"
4532,"yersa,years"
4533,"yotube,youtube"
4534,"youseff,yousef"
4535,"youself,yourself"
4536,"ytou,you"
4537,"yuo,you"
4538,"zeebra,zebra"
4539,"adn,and"
4540,"alltime,all-time"
4541,"antiapartheid,anti-apartheid"
4542,Coca
4543,"Cola,Coca-Cola"
4544,"co-incided,coincided"
4545,"aircrafts',aircraft's"
4546,"countrie's,countries,"
4547,"countries',"
4548,country's
4549,"didnt,didn't"
4550,"doesnt,doesn't"
4551,"dosen't,doesn't"
4552,"Hallowean,Hallowe'en,"
4553,Halloween
4554,"hasnt,hasn't"
4555,"isnt,isn't"
4556,"shoudln,should,"
4557,shouldn't
4558,"thast,that,"
4559,that's
4560,"theyre,they're"
4561,"todays,today's"
4562,"wasnt,wasn't"
